employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-77387045,Melanie,Chang,Male,Mombasa,Mombasa,2017-08-14,Customer Service,Customer Service Manager,PhD,69336,Good,No,1963-06-26,
00-85839721,Karen,Rodriguez,Male,Nairobi,Embakasi,2018-03-07,IT,System Administrator,Bachelor,83161,Satisfactory,No,1988-05-12,
00-16538400,Michael,Douglas,Male,Kisumu,Nyalenda,2017-02-25,Customer Service,Support Specialist,High School,62870,Good,No,1985-01-22,
00-79355175,Robin,Pope,Female,Kisumu,Kisumu,2020-03-22,Customer Service,Customer Service Representative,Bachelor,60229,Excellent,No,2000-03-27,
00-31843423,Joseph,Rivera,Male,Nairobi,Dagoreti,2015-09-27,Marketing,SEO Specialist,Bachelor,85199,Excellent,Yes,1966-07-15,
00-67274946,Charles,Nolan,Female,Kisumu,Nyalenda,2016-07-09,Sales,Sales Representative,Bachelor,59099,Good,No,1990-07-12,
00-20310693,Karen,Sherman,Male,Nairobi,Kasarani,2017-05-13,Operations,Inventory Specialist,Bachelor,69642,Good,No,1981-07-08,
00-10764034,Kenneth,Wallace,Male,Nairobi,Ruaraka,2018-11-02,Marketing,Content Creator,Bachelor,62936,Good,No,1989-03-27,
00-97761151,Shannon,Scott,Male,Nairobi,Dagoreti,2023-04-17,Customer Service,Help Desk Technician,High School,76465,Satisfactory,Yes,1974-09-18,
00-50570882,Brooke,Juarez,Female,Mombasa,Changamwe,2017-02-27,Finance,Financial Analyst,Bachelor,78549,Good,No,1977-04-27,
00-88325414,Aimee,Johnson,Female,Nairobi,Ruaraka,2023-12-08,Customer Service,Customer Service Representative,High School,54633,Needs Improvement,No,2001-10-12,
00-69682115,Nathan,Cox,Male,Uasin Gishu,Eldoret,2023-04-24,IT,Software Developer,Master,93809,Satisfactory,Yes,1978-01-28,
00-32069861,Kristopher,Baldwin,Female,Nairobi,Dagoreti,2017-08-09,Operations,Logistics Coordinator,Bachelor,58757,Good,No,1986-04-03,
00-85533812,Cynthia,Alvarez,Male,Kisumu,Kondele,2015-06-20,Operations,Inventory Specialist,Bachelor,72007,Good,No,1990-02-28,
00-67710061,Emily,Moore,Female,Nairobi,Kasarani,2015-11-09,Operations,Inventory Specialist,Bachelor,61876,Good,No,1963-11-02,
00-59430818,Heather,Thomas,Male,Nairobi,Ruaraka,2021-04-24,IT,IT Support Specialist,Bachelor,68716,Good,No,1988-04-30,
00-73573301,Michele,Scott,Male,Nairobi,Ruaraka,2015-03-30,Operations,Inventory Specialist,High School,57512,Good,Yes,1989-11-25,
00-66674138,Anthony,Lewis,Male,Nairobi,Nairobi,2016-04-27,Operations,Inventory Specialist,Bachelor,71815,Good,No,1972-07-15,
00-99214834,Eddie,Smith,Male,Nairobi,Nairobi,2018-05-22,Sales,Sales Specialist,Bachelor,81095,Excellent,No,1972-07-15,
00-42646040,Jennifer,Mcgee,Female,Mombasa,Nyali,2023-07-20,Operations,Inventory Specialist,Bachelor,59959,Good,Yes,1991-02-03,
00-13235892,Richard,Montgomery,Female,Uasin Gishu,Kesses,2017-03-08,Customer Service,Help Desk Technician,High School,58133,Good,Yes,1996-03-08,
00-99206598,Teresa,Schneider,Female,Nakuru,Gilgil,2017-08-17,Operations,Inventory Specialist,High School,60500,Good,No,1995-04-08,
00-60105741,Melissa,Edwards,Male,Nairobi,Dagoreti,2020-05-25,Operations,Inventory Specialist,Bachelor,67467,Satisfactory,Yes,1984-02-02,
00-98082088,Nicholas,Howe,Male,Mombasa,Changamwe,2017-09-09,Finance,Accounts Payable Specialist,Bachelor,64564,Good,Yes,1989-12-26,
00-85117177,Gary,Fox,Female,Mombasa,Likoni,2015-03-10,Marketing,Content Creator,High School,63930,Needs Improvement,No,1962-01-21,
00-50311369,Timothy,James,Female,Nairobi,Nairobi,2017-09-17,Operations,Logistics Coordinator,Bachelor,57255,Good,No,1992-01-30,
00-11502382,Stacey,Peterson,Female,Kakamega,Malava,2018-05-01,Customer Service,Support Specialist,Bachelor,63727,Satisfactory,No,1973-03-27,
00-11632815,Jamie,Hernandez,Male,Uasin Gishu,Eldoret,2016-08-24,Operations,Inventory Specialist,Bachelor,64187,Excellent,No,2004-11-16,
00-88594257,Kimberly,Mccormick,Female,Mombasa,Changamwe,2020-09-09,Customer Service,Help Desk Technician,High School,60968,Good,Yes,1997-05-04,
00-28396122,James,Porter,Male,Nairobi,Dagoreti,2018-08-10,Operations,Inventory Specialist,Bachelor,59316,Good,No,2000-10-15,
00-74476742,Roberta,Escobar,Male,Kisumu,Nyalenda,2023-11-23,IT,Software Developer,Bachelor,108601,Good,No,1967-07-16,
00-73721148,Julie,Fuentes,Female,Nairobi,Kasarani,2019-11-02,Operations,Logistics Coordinator,Bachelor,52515,Excellent,No,1989-07-18,
00-33141548,Alexandria,Perez,Male,Kakamega,Shinyalu,2018-03-20,Sales,Sales Representative,Bachelor,83648,Good,No,1980-01-13,
00-82665857,Michael,Johnson,Male,Nairobi,Nairobi,2023-09-01,Customer Service,Support Specialist,Bachelor,63268,Needs Improvement,Yes,1993-07-24,
00-99534277,Corey,Rivera,Male,Uasin Gishu,Soy,2016-01-27,Operations,Inventory Specialist,High School,53391,Good,No,2004-03-06,
00-19126002,Joseph,Nixon,Female,Nairobi,Ruaraka,2019-11-25,Operations,Logistics Coordinator,Bachelor,58522,Good,Yes,1999-05-25,
00-32110051,Judith,Salas,Female,Kiambu,Kiambu,2017-11-06,Operations,Operations Analyst,Bachelor,77897,Good,No,1991-10-16,
00-93969764,Brian,Knight,Male,Nairobi,Nairobi,2018-04-07,Customer Service,Support Specialist,High School,61166,Good,No,1989-12-27,
00-45227919,John,Robles,Female,Nairobi,Kasarani,2019-03-12,Sales,Sales Representative,Bachelor,66393,Satisfactory,No,1960-09-06,
00-53015114,Hannah,Curtis,Male,Kakamega,Shinyalu,2023-04-06,Customer Service,Help Desk Technician,High School,69621,Satisfactory,No,1997-04-01,
00-60154780,Jeremy,Love,Male,Bungoma,Chwele,2019-03-10,Customer Service,Customer Service Representative,High School,62093,Good,Yes,1988-12-05,
00-40161549,Billy,Lynch,Female,Mombasa,Kisauni,2022-08-03,Sales,Sales Consultant,Bachelor,69291,Good,No,1975-04-16,
00-92529913,Joshua,Paul,Female,Nairobi,Nairobi,2024-10-11,IT,Software Developer,Master,100544,Needs Improvement,No,1981-06-10,
00-96710149,Mariah,Brown,Female,Kiambu,Limuru,2023-12-17,Customer Service,Support Specialist,High School,58569,Good,Yes,1974-09-30,
00-42392187,David,Turner,Female,Kakamega,Kakamega,2020-03-21,Operations,Inventory Specialist,Bachelor,53801,Good,Yes,1991-11-18,
00-20073766,Jeremy,Willis,Male,Kisumu,Maseno,2019-08-14,Operations,Logistics Coordinator,Bachelor,65769,Good,No,1983-11-27,
00-18903195,Thomas,Garcia,Male,Nairobi,Dagoreti,2020-12-08,IT,System Administrator,Master,84600,Satisfactory,No,1999-07-14,
00-29537240,Kimberly,Flores,Male,Nairobi,Ruaraka,2023-09-04,Sales,Sales Consultant,Bachelor,99668,Needs Improvement,No,1990-10-14,
00-47230579,Charles,Mendoza,Female,Bungoma,Chwele,2019-06-21,Sales,Sales Representative,Bachelor,75234,Excellent,No,1988-03-24,
00-55833023,Christopher,Gonzalez,Male,Mombasa,Nyali,2018-07-30,Sales,Sales Consultant,PhD,70578,Needs Improvement,Yes,1974-10-11,
00-53900976,Bridget,George,Female,Nairobi,Embakasi,2024-04-26,Customer Service,Customer Service Representative,High School,59047,Excellent,No,1965-12-14,
00-75469731,Ashley,Perkins,Male,Mombasa,Likoni,2018-12-01,Sales,Sales Consultant,Master,84939,Excellent,No,1980-12-06,
00-85187117,Rebecca,Cortez,Male,Nairobi,Kasarani,2024-06-20,Operations,Inventory Specialist,Bachelor,69503,Needs Improvement,Yes,1994-11-27,
00-98719102,Kimberly,Lee,Male,Nairobi,Dagoreti,2023-11-09,Customer Service,Customer Service Representative,High School,65638,Excellent,No,1988-06-07,
00-55241475,Cynthia,Campos,Female,Nakuru,Naivasha,2016-01-01,IT,System Administrator,Bachelor,93254,Good,No,1968-07-21,
00-81503033,Johnathan,Russell,Female,Mombasa,Mombasa,2020-04-15,IT,System Administrator,Bachelor,81909,Excellent,No,1994-12-30,
00-43768232,Travis,Thompson,Male,Kakamega,Malava,2021-07-17,Sales,Sales Consultant,PhD,85456,Satisfactory,No,1973-02-19,
00-48781804,Timothy,Campbell,Male,Nakuru,Naivasha,2020-09-07,Customer Service,Help Desk Technician,High School,61687,Excellent,No,2000-04-06,
00-53508602,Kevin,Camacho,Male,Mombasa,Mombasa,2023-04-07,Finance,Financial Analyst,PhD,77827,Satisfactory,No,1972-02-21,
00-56776651,Matthew,Byrd,Female,Kisumu,Kondele,2024-07-14,Sales,Sales Specialist,PhD,93789,Satisfactory,No,1978-11-20,
00-54962735,Kyle,Alexander,Female,Nairobi,Embakasi,2020-10-20,Customer Service,Support Specialist,Bachelor,59484,Good,No,1973-12-30,
00-45421420,Sonya,Freeman,Female,Mombasa,Nyali,2020-05-03,Marketing,SEO Specialist,Bachelor,84956,Good,No,1975-12-21,
00-35280282,Patricia,Hicks,Female,Nairobi,Embakasi,2022-07-12,Customer Service,Customer Service Representative,Bachelor,58863,Satisfactory,Yes,2001-03-01,
00-49596283,Frank,Jones,Female,Bungoma,Bungoma,2017-06-17,Operations,Inventory Specialist,Bachelor,60714,Satisfactory,No,1981-06-16,
00-82850150,Emily,Davis,Female,Nairobi,Embakasi,2020-11-30,Customer Service,Help Desk Technician,Bachelor,64073,Good,Yes,1987-10-01,
00-72101258,Scott,Little,Female,Nairobi,Ruaraka,2020-07-28,Customer Service,Help Desk Technician,High School,77089,Good,No,2002-03-21,
00-49119248,Lynn,Lee,Female,Bungoma,Naitiri,2021-02-12,Customer Service,Customer Service Representative,Bachelor,59853,Good,Yes,1978-12-11,
00-95019446,Kathryn,Lewis,Male,Kiambu,Kikuyu,2023-07-14,Operations,Logistics Coordinator,Bachelor,70904,Good,No,1983-03-26,
00-76700263,Kevin,Miranda,Male,Mombasa,Kisauni,2018-07-03,Sales,Sales Representative,Bachelor,74838,Satisfactory,No,1994-01-27,
00-46338173,Dakota,Evans,Female,Kisumu,Nyalenda,2024-08-24,Operations,Inventory Specialist,Bachelor,55454,Good,No,2004-11-21,
00-55821856,Jason,Powers,Female,Nairobi,Embakasi,2017-05-06,IT,IT Support Specialist,Bachelor,56872,Good,No,1961-11-17,
00-43894767,Eric,Miranda,Male,Mombasa,Kisauni,2016-11-01,Operations,Inventory Specialist,Bachelor,65219,Good,Yes,1985-03-02,
00-83911477,George,Moore,Male,Nairobi,Nairobi,2024-09-14,Marketing,Marketing Coordinator,Bachelor,84065,Good,No,1977-02-22,
00-35357498,Eric,Frye,Female,Nakuru,Gilgil,2023-07-03,Operations,Inventory Specialist,Bachelor,61685,Good,Yes,1982-05-14,
00-71036929,Desiree,Kramer,Male,Nairobi,Embakasi,2024-10-29,Sales,Sales Specialist,Master,83159,Excellent,Yes,1966-04-14,
00-47190613,Jessica,Perez,Male,Nairobi,Kasarani,2020-04-12,Operations,Inventory Specialist,Bachelor,64204,Satisfactory,Yes,1977-05-04,
00-45661812,Thomas,Chase,Female,Kisumu,Kisumu,2016-04-27,Operations,Operations Manager,Master,102814,Good,Yes,1983-11-10,
00-75707576,Nathan,Torres,Female,Kakamega,Shinyalu,2020-10-09,Operations,Inventory Specialist,High School,54644,Needs Improvement,No,1993-01-13,
00-61926784,Michael,Mcgee,Female,Nairobi,Nairobi,2018-06-24,Finance,Accountant,Bachelor,71122,Satisfactory,No,1994-05-24,
00-26497586,Kyle,Elliott,Male,Nakuru,Molo,2018-10-24,Sales,Sales Representative,Bachelor,65797,Good,Yes,1989-08-11,
00-19432819,Robert,Gill,Male,Nairobi,Dagoreti,2017-06-06,Operations,Inventory Specialist,High School,65296,Good,Yes,1983-03-17,
00-46025956,Brian,Ortiz,Female,Kiambu,Thika,2016-09-07,Customer Service,Support Specialist,High School,56054,Good,Yes,1976-02-08,
00-66809516,Linda,Proctor,Male,Kakamega,Shinyalu,2017-10-25,Operations,Inventory Specialist,Bachelor,68498,Good,No,1987-06-21,
00-18036942,Joshua,Cardenas,Male,Nairobi,Embakasi,2015-03-20,Operations,Operations Analyst,Bachelor,95009,Excellent,No,1976-03-28,
00-47201638,Jason,Moran,Female,Nairobi,Embakasi,2017-04-25,IT,IT Support Specialist,High School,53664,Good,No,1989-11-06,
00-39586634,Marissa,Johnson,Female,Nairobi,Embakasi,2021-06-16,Customer Service,Support Specialist,High School,55192,Good,No,1980-03-17,
00-45800669,Krystal,Nguyen,Female,Kisumu,Maseno,2024-08-05,Operations,Operations Analyst,Bachelor,51458,Needs Improvement,No,2001-08-05,
00-41724015,Joanne,Salinas,Male,Nakuru,Molo,2017-08-28,Customer Service,Help Desk Technician,High School,72335,Satisfactory,No,1992-11-05,
00-52509142,Wesley,Gates,Male,Nairobi,Nairobi,2022-02-11,Operations,Logistics Coordinator,Bachelor,61407,Good,No,1994-11-18,
00-61441896,Charles,Martin,Female,Kisumu,Kisumu,2017-10-08,Sales,Sales Specialist,Bachelor,62779,Needs Improvement,No,2004-10-26,
00-31527957,Timothy,Griffith,Female,Uasin Gishu,Moiben,2016-07-01,Operations,Logistics Coordinator,Bachelor,56837,Satisfactory,No,2002-02-03,
00-46202434,Stephanie,Arroyo,Male,Nairobi,Kasarani,2023-10-31,Operations,Logistics Coordinator,Bachelor,66425,Needs Improvement,No,1973-01-28,
00-43043458,Donna,Watts,Female,Kiambu,Kikuyu,2023-12-19,Operations,Logistics Coordinator,Bachelor,66998,Satisfactory,No,1964-11-07,
00-71673933,Jasmine,Wright,Male,Nakuru,Naivasha,2021-08-24,Sales,Sales Specialist,Bachelor,64378,Good,Yes,1994-06-21,
00-47509920,Brenda,Brown,Female,Nairobi,Nairobi,2016-01-22,Operations,Inventory Specialist,Bachelor,57021,Good,Yes,1996-01-05,
00-51405395,Danielle,Hill,Male,Bungoma,Kimilili,2019-05-24,Customer Service,Customer Service Representative,High School,59654,Needs Improvement,Yes,1975-02-19,
00-61902437,Samuel,Mitchell,Female,Nairobi,Embakasi,2019-07-03,Operations,Inventory Specialist,High School,64114,Satisfactory,No,1974-02-10,
00-21005469,Dennis,Brady,Male,Mombasa,Nyali,2019-05-07,Operations,Inventory Specialist,High School,58869,Excellent,No,1998-07-11,
00-30184404,Tiffany,Oconnor,Female,Kisumu,Kisumu,2022-11-17,Operations,Inventory Specialist,Bachelor,59467,Satisfactory,No,1996-09-30,
00-92551005,Edward,Hernandez,Male,Kiambu,Thika,2022-04-27,Operations,Logistics Coordinator,Bachelor,62342,Good,Yes,1963-03-20,
00-46470084,Audrey,Hoffman,Female,Kisumu,Kisumu,2017-06-20,Operations,Operations Analyst,Master,71640,Good,Yes,1992-08-17,
00-68606209,John,Armstrong,Female,Bungoma,Naitiri,2023-10-24,Operations,Logistics Coordinator,Bachelor,58760,Good,No,1977-03-14,
00-53228848,Donna,Hawkins,Male,Kiambu,Thika,2015-11-14,IT,Software Developer,Bachelor,88327,Good,No,1984-09-13,
00-62063146,Kelly,Johnson,Male,Nairobi,Embakasi,2023-10-27,Customer Service,Customer Service Representative,Bachelor,61029,Satisfactory,No,1993-03-10,
00-60057985,Kayla,Harrell,Female,Nakuru,Nakuru,2017-09-29,IT,Software Developer,Bachelor,75753,Good,No,1996-09-12,
00-60689240,Jennifer,Edwards,Male,Nakuru,Molo,2017-11-28,Sales,Sales Representative,Bachelor,76142,Satisfactory,No,1970-06-16,
00-39249849,Michael,Mejia,Female,Nairobi,Embakasi,2018-10-18,Marketing,Marketing Coordinator,Bachelor,57899,Satisfactory,Yes,1963-03-25,
00-43388761,Nicole,Lopez,Female,Kiambu,Kikuyu,2022-07-01,Finance,Accountant,Bachelor,84444,Good,No,1994-08-24,
00-90589106,Jeremy,Cox,Female,Nairobi,Nairobi,2023-03-19,Marketing,Content Creator,Bachelor,55799,Satisfactory,No,1992-01-24,
00-85606069,Erica,Padilla,Female,Kisumu,Maseno,2017-04-10,Sales,Sales Consultant,PhD,85492,Needs Improvement,No,1980-03-14,
00-70699404,Cassandra,Cantu,Male,Nairobi,Nairobi,2022-02-24,IT,IT Support Specialist,High School,63373,Satisfactory,Yes,1976-08-26,
00-86726438,David,Jenkins,Male,Kisumu,Maseno,2018-06-03,Customer Service,Support Specialist,Bachelor,65945,Good,No,1996-12-24,
00-75895196,Linda,Yates,Male,Nairobi,Kasarani,2019-11-19,Operations,Operations Analyst,Master,66500,Satisfactory,No,1983-11-26,
00-22007239,Allison,Durham,Female,Bungoma,Chwele,2019-07-18,Sales,Sales Specialist,Bachelor,57967,Good,Yes,1987-06-02,
00-46120895,Nathaniel,Knight,Female,Nairobi,Kasarani,2018-01-13,IT,IT Support Specialist,Bachelor,59394,Excellent,No,1974-10-03,
00-31219581,Susan,Marks,Male,Nairobi,Kasarani,2017-05-08,Operations,Inventory Specialist,Bachelor,66552,Good,No,1975-05-13,
00-79413354,Kristy,Vasquez,Female,Kiambu,Kikuyu,2020-08-11,Operations,Logistics Coordinator,Bachelor,57625,Good,Yes,1984-06-21,
00-14871204,Matthew,Jones,Male,Nakuru,Molo,2024-01-30,Operations,Logistics Coordinator,Bachelor,66579,Satisfactory,No,1985-10-15,
00-40679513,Annette,Mccann,Female,Nairobi,Ruaraka,2016-10-30,Operations,Logistics Coordinator,Bachelor,53430,Satisfactory,No,1997-10-01,
00-92604294,Daniel,Moore,Female,Bungoma,Chwele,2022-07-19,IT,IT Support Specialist,High School,59661,Good,Yes,1988-05-05,
00-20637474,Meghan,Miller,Male,Nakuru,Njoro,2020-12-24,Customer Service,Support Specialist,Bachelor,66206,Excellent,No,1999-12-18,
00-30002379,Taylor,Santos,Female,Nakuru,Njoro,2017-03-16,Operations,Logistics Coordinator,Bachelor,61496,Satisfactory,No,1965-03-06,
00-34967191,Karen,Wang,Female,Mombasa,Kisauni,2017-06-17,Finance,Financial Analyst,PhD,84302,Good,Yes,1982-09-16,
00-79861397,Lisa,Owens,Female,Nairobi,Dagoreti,2016-12-11,Operations,Logistics Coordinator,Bachelor,57558,Satisfactory,No,2004-02-12,
00-16998989,Nicole,Stevenson,Male,Mombasa,Mombasa,2020-09-09,Marketing,Marketing Manager,Bachelor,103248,Satisfactory,No,1988-01-08,
00-48687319,Mark,White,Male,Nakuru,Molo,2020-08-11,Sales,Sales Representative,Bachelor,64562,Good,Yes,1973-11-26,
00-41708297,Matthew,Rose,Female,Nairobi,Nairobi,2015-09-26,Customer Service,Customer Service Representative,High School,59745,Good,Yes,1980-08-21,
00-20341136,Jodi,Fry,Male,Nakuru,Njoro,2016-12-11,Sales,Sales Consultant,PhD,76602,Satisfactory,No,1996-06-04,
00-33988814,Andrew,Andrews,Female,Nairobi,Ruaraka,2020-01-03,Operations,Inventory Specialist,High School,59332,Good,No,1998-08-14,
00-59517025,Cindy,Price,Female,Nairobi,Kasarani,2022-01-04,Operations,Logistics Coordinator,Bachelor,54333,Needs Improvement,No,2004-07-11,
00-35072772,Jeffrey,Simmons,Female,Kiambu,Thika,2017-04-11,Operations,Inventory Specialist,High School,62707,Excellent,Yes,1983-09-21,
00-33057873,Melissa,Silva,Female,Nairobi,Nairobi,2022-10-26,Finance,Accountant,Bachelor,79210,Good,Yes,1995-07-06,
00-12780717,Mark,Ellis,Female,Nairobi,Dagoreti,2020-09-15,IT,Software Developer,Master,84343,Good,No,1975-10-30,
00-28112562,James,Underwood,Male,Nairobi,Embakasi,2017-12-26,Sales,Sales Specialist,PhD,60772,Good,No,1985-07-11,
00-27755795,Michael,Beard,Male,Kiambu,Limuru,2017-12-03,Finance,Financial Analyst,Master,86596,Satisfactory,No,1972-09-06,
00-59283521,Barbara,Lopez,Male,Nairobi,Dagoreti,2020-02-27,Operations,Inventory Specialist,Bachelor,68009,Satisfactory,No,1976-05-20,
00-42989230,Jamie,White,Female,Nairobi,Dagoreti,2019-01-11,HR,Recruiter,High School,68033,Satisfactory,No,1993-07-19,
00-43314826,Amanda,Blackburn,Male,Nairobi,Ruaraka,2017-01-16,Operations,Logistics Coordinator,Bachelor,65925,Needs Improvement,Yes,2000-01-07,
00-15673858,Kimberly,Fernandez,Male,Nairobi,Kasarani,2016-01-27,Marketing,Marketing Coordinator,Bachelor,63448,Satisfactory,No,1990-11-12,
00-10076959,Mark,Stewart,Female,Nairobi,Embakasi,2017-03-31,Marketing,Content Creator,High School,59176,Satisfactory,Yes,1964-11-08,
00-75760850,Dominique,Harris,Male,Uasin Gishu,Eldoret,2022-03-05,Operations,Logistics Coordinator,Bachelor,70959,Good,Yes,1995-06-27,
00-82674732,Roger,Nelson,Female,Nairobi,Kasarani,2022-12-30,Marketing,Content Creator,Bachelor,57907,Good,No,1966-10-12,
00-96886282,Samantha,Barton,Male,Kisumu,Milimani,2024-01-11,Sales,Sales Consultant,Master,79979,Good,Yes,1999-12-20,
00-91271137,Derrick,Nolan,Female,Nairobi,Dagoreti,2020-06-19,Marketing,Content Creator,High School,64638,Good,No,1992-10-12,
00-43746338,David,Gould,Male,Nakuru,Nakuru,2020-01-10,Customer Service,Customer Service Representative,Bachelor,68082,Needs Improvement,No,1966-12-07,
00-77531991,Scott,Manning,Male,Kisumu,Nyalenda,2023-10-15,IT,System Administrator,Bachelor,87661,Satisfactory,No,1980-05-16,
00-14887763,Jason,Williams,Male,Kiambu,Ruiru,2017-06-20,Marketing,SEO Specialist,High School,58651,Good,No,1980-09-17,
00-50056231,Raymond,Harris,Male,Bungoma,Kimilili,2016-05-27,IT,Software Developer,Master,82249,Good,No,1998-09-05,
00-60458379,Brittany,Martinez,Female,Nairobi,Nairobi,2017-03-10,Marketing,Content Creator,Bachelor,66149,Good,No,1961-01-15,
00-75393775,William,Lane,Male,Uasin Gishu,Turbo,2017-07-20,IT,IT Support Specialist,Bachelor,68349,Good,No,1994-01-30,
00-68456858,David,Sherman,Male,Nairobi,Kasarani,2023-02-16,Customer Service,Customer Service Representative,Bachelor,65448,Satisfactory,Yes,1984-05-05,
00-89246161,Shelia,Yang,Male,Nairobi,Nairobi,2023-05-20,IT,IT Support Specialist,High School,59074,Excellent,Yes,1989-07-20,
00-97116877,Kara,Stewart,Female,Nairobi,Kasarani,2023-03-16,Operations,Logistics Coordinator,Bachelor,53546,Good,No,1973-09-21,
00-29101240,Jason,Davis,Male,Bungoma,Kimilili,2015-07-16,Customer Service,Help Desk Technician,Bachelor,76418,Good,Yes,1974-12-08,
00-43946341,Michael,Scott,Male,Uasin Gishu,Turbo,2019-02-13,Operations,Inventory Specialist,Bachelor,62211,Satisfactory,No,1965-03-26,
00-72438718,Sierra,Smith,Male,Nairobi,Embakasi,2018-05-28,IT,Software Developer,Master,80640,Excellent,Yes,1975-03-29,
00-27503885,Linda,Ross,Male,Nairobi,Kasarani,2019-11-30,Marketing,Content Creator,Bachelor,64820,Good,No,1994-12-26,
00-29533708,Craig,Ward,Male,Bungoma,Bungoma,2023-05-01,Operations,Operations Analyst,Master,72855,Satisfactory,No,1997-10-24,
00-60202214,Mary,Hamilton,Female,Kiambu,Kiambu,2016-11-25,Sales,Sales Representative,Bachelor,76789,Excellent,No,1972-08-19,
00-97702160,Denise,Perez,Female,Bungoma,Chwele,2023-09-30,Sales,Sales Specialist,Master,86035,Satisfactory,No,1974-09-24,
00-49453440,Christopher,Schneider,Male,Kisumu,Milimani,2018-06-01,Marketing,Marketing Coordinator,Bachelor,76197,Good,No,1998-12-08,
00-74036365,Nancy,Smith,Male,Nakuru,Nakuru,2015-04-17,HR,HR Assistant,High School,66982,Good,Yes,1989-10-09,
00-57309391,Jessica,Merritt,Male,Kisumu,Kondele,2018-01-18,Customer Service,Help Desk Technician,Bachelor,67395,Excellent,No,1978-05-16,
00-32272814,Donald,Wright,Male,Nairobi,Ruaraka,2015-08-08,Sales,Sales Representative,Bachelor,87826,Good,No,1970-10-10,
00-85375348,Albert,Stone,Male,Bungoma,Webuye,2017-02-24,Operations,Logistics Coordinator,Bachelor,58908,Satisfactory,No,1994-05-02,
00-39352584,Heather,Farmer,Male,Kiambu,Kikuyu,2021-01-24,Marketing,Marketing Coordinator,Bachelor,65106,Satisfactory,No,2004-08-03,
00-70177680,Caitlyn,Clark,Male,Mombasa,Nyali,2019-10-15,Sales,Sales Representative,Bachelor,79273,Satisfactory,No,1982-06-16,
00-56563585,Donna,Watson,Male,Kakamega,Kakamega,2021-06-11,IT,IT Support Specialist,Bachelor,66760,Good,No,1963-08-27,
00-16833876,Madeline,Barnes,Female,Mombasa,Likoni,2023-03-09,IT,System Administrator,Master,93810,Satisfactory,No,1977-10-20,
00-68840762,Sharon,Sanford,Female,Nairobi,Embakasi,2022-10-16,Sales,Sales Specialist,Bachelor,57836,Satisfactory,Yes,1984-02-05,
00-78984106,Lisa,Barnett,Female,Bungoma,Kimilili,2015-05-22,Customer Service,Help Desk Technician,Bachelor,74372,Good,No,1983-09-24,
00-86014287,Natasha,Rodriguez,Female,Kiambu,Kikuyu,2020-03-04,Finance,Accounts Payable Specialist,Bachelor,62950,Excellent,Yes,1974-10-02,
00-60724233,Anthony,Harris,Male,Nairobi,Ruaraka,2018-06-06,Sales,Sales Representative,Bachelor,71793,Satisfactory,No,1993-07-25,
00-95255730,Colleen,Stout,Male,Kisumu,Nyalenda,2017-04-13,Sales,Sales Consultant,Master,67755,Good,Yes,2001-06-21,
00-36351536,Christy,Johnson,Male,Kakamega,Shinyalu,2016-01-11,Operations,Operations Analyst,Bachelor,73204,Excellent,No,1998-06-11,
00-62935392,Martin,Oneal,Male,Nairobi,Embakasi,2017-01-14,Operations,Inventory Specialist,High School,58257,Satisfactory,Yes,1990-05-29,
00-11626011,Jessica,Thomas,Male,Nairobi,Nairobi,2024-06-07,Operations,Logistics Coordinator,Bachelor,71675,Good,No,1983-03-31,
00-86409465,Brandon,Bennett,Female,Kakamega,Kakamega,2017-08-21,Marketing,Marketing Coordinator,Bachelor,73739,Good,No,1998-05-20,
00-83424609,Jennifer,Jackson,Female,Bungoma,Webuye,2020-02-08,Marketing,Marketing Coordinator,Bachelor,60892,Good,No,1975-03-03,
00-18889007,Alexis,Prince,Male,Nairobi,Ruaraka,2017-02-05,Customer Service,Support Specialist,Bachelor,69657,Good,No,1972-08-18,
00-74782142,Robert,Jones,Male,Bungoma,Webuye,2023-07-04,Sales,Sales Specialist,Bachelor,79076,Good,No,1984-06-04,
00-32226983,Steven,Perry,Male,Bungoma,Webuye,2024-12-14,Sales,Sales Representative,Bachelor,84006,Good,No,1965-03-22,
00-20733328,Amanda,Taylor,Female,Bungoma,Chwele,2022-08-23,Finance,Financial Analyst,Bachelor,93058,Excellent,Yes,1979-09-10,
00-59944615,Lisa,Smith,Male,Kakamega,Mumias,2023-07-04,Sales,Sales Representative,Bachelor,80960,Good,No,1989-04-15,
00-84969806,Terrance,Leach,Male,Nairobi,Embakasi,2020-02-19,Customer Service,Customer Service Representative,High School,61053,Good,No,1995-12-27,
00-94761786,Marcus,Fernandez,Female,Nairobi,Dagoreti,2022-08-27,Operations,Logistics Coordinator,Bachelor,63763,Good,No,1983-12-18,
00-99624137,Elizabeth,Davis,Male,Nairobi,Nairobi,2022-07-11,Sales,Sales Representative,Bachelor,78451,Good,No,1998-02-20,
00-79799698,Kaitlyn,Christian,Male,Nairobi,Kasarani,2022-03-18,HR,Recruiter,Bachelor,65361,Good,Yes,1971-09-10,
00-42923144,David,Robertson,Female,Nairobi,Embakasi,2017-11-09,Sales,Sales Specialist,PhD,66402,Good,Yes,1990-05-06,
00-74880308,Sheri,Perez,Female,Kisumu,Milimani,2017-02-01,Marketing,SEO Specialist,High School,68079,Excellent,No,1982-10-31,
